Unnamed: 0,N1,N2,sentence,relation,add_closeness_centrality,add_average_degree_connectivity,add_avg_neighbor_deg,add_eigenvector_centrality_numpy,add_katz_centrality_numpy,avg_clustering,common_neighbors,deg_cent,degree,degree_assortativity_coefficient,density,group_degree_centrality,large_clique_size,len_local_bridges,len_min_edge_dominating_set,len_min_maximal_matching,len_min_weighted_dominating_set,len_min_weighted_vertex_cover,ramsey_R2,local_node_connectivity,mean_degree_mixing_matrix,nb_edges,nb_nodes,node_connectivity,resource_allocation_index,treewidth_min_degree
25,191170,HP:0002664,"Furthermore, we demonstrated that in three different experimental models characterised by an upregulation of rRNA synthesis, cancer cells treated with insulin or exposed to the insulin-like growth factor 1, rat liver stimulated by cortisol and regenerating rat liver after partial hepatectomy, the p53 protein level was reduced due to a lowered ribosomal protein availability for MDM2 binding.",1,1.3454208312212703,8633395.496864246,230.38088663355396,0.15652290097941474,0.13406706378317107,0.0,0.0,1.0008305647840532,1205.0,-0.4378071388835026,0.08819012696268318,1.0,2.0,8.0,413.0,413.0,46.0,826.0,1542,412.0,1.6778973932186103e-06,63974.0,1205.0,1.0,0,490.0
221,613900,HP:0001251,"Exome and targeted sequencing has recently identified four new genes causing ataxia: TGM6, ANO10, SYT14, and rundataxin.",1,1.4438772681720289,1795769.4004353052,386.6604367342375,0.1776976367762186,-0.01800110934048061,0.0,0.0,1.001124859392576,890.0,-0.7437085751561233,0.06874786719075845,1.0,2.0,1.0,77.0,77.0,77.0,154.0,1626,76.0,1.5092152684290275e-06,27197.0,890.0,1.0,0,77.0
225,610949,HP:0001251,"Exome and targeted sequencing has recently identified four new genes causing ataxia: TGM6, ANO10, SYT14, and rundataxin.",1,1.4632347057870532,919705.8571934195,457.0641961738767,0.19211990436093274,0.17806850516633327,0.0,0.0,1.0011641443539,860.0,-0.8280549881083588,0.05498010125348567,1.0,2.0,1.0,47.0,47.0,47.0,94.0,1626,46.0,1.5092152684290275e-06,20308.0,860.0,1.0,0,49.0
228,609144,HP:0001251,Mutations of SLC49A1 encoding FLVCR1 are noted in patients with a rare neurodegenerative disorder: posterior column ataxia with retinitis pigmentosa.,1,1.4038800339200108,3598751.13586837,288.2122649797927,0.16890308909656404,0.06338047303717034,0.0,0.0,1.001027749229188,974.0,-0.6222014495487379,0.08173877442487196,1.0,2.0,2.0,158.0,158.0,137.0,316.0,1626,157.0,1.5092152684290275e-06,38732.0,974.0,1.0,0,149.0
229,173321,HP:0000365,"A homozygous mutation of SERPINB6, a gene encoding an intracellular protease inhibitor, has recently been associated with post-lingual, autosomal-recessive, nonsyndromic hearing loss in humans (DFNB91).",1,1.4966080165463551,32149.372093023256,829.0938907495092,0.3564763313182762,0.41095839137106055,0.0,0.0,1.000804505229284,1244.0,-0.9546556349968668,0.007464308164305319,1.0,2.0,1.0,7.0,7.0,7.0,14.0,2474,6.0,6.524672396198987e-07,5771.0,1244.0,1.0,0,6.0
231,173321,HP:0000365,These findings establish these mutant mice as a suitable model system to elucidate how SERPINB6 deficiency causes deafness in humans,1,1.4966080165463551,32149.372093023256,829.0938907495092,0.3564763313182762,0.41095839137106055,0.0,0.0,1.000804505229284,1244.0,-0.9546556349968668,0.007464308164305319,1.0,2.0,1.0,7.0,7.0,7.0,14.0,2474,6.0,6.524672396198987e-07,5771.0,1244.0,1.0,0,6.0
235,179617,HP:0002664,"The RAD51 recombinase plays a central role in homologous recombination (HR), which is critical for repair of DNA double-strand breaks, maintenance of genomic stability, and prevention of developmental disorders and cancer.",1,1.347529020406903,13693843.446212115,291.753931975873,0.14026292918403013,0.0743855024881839,0.0,0.0,1.0008460236886632,1183.0,-0.43154997044693855,0.11204986605220887,1.0,2.0,2.0,410.0,410.0,67.0,820.0,1542,409.0,1.67789739321861e-06,78340.0,1183.0,1.0,0,539.0
262,164757,HP:0002664,We extended our findings to BRAF WT tumor cell lines that are intrinsically resistant to vemurafenib and dabrafenib.,1,1.3343717616163435,16381827.818362188,267.1583928605997,0.14243558102353174,0.0178111227871734,0.0,0.0,1.0006944444444446,1441.0,-0.2821765440487228,0.0923076181663968,1.0,2.0,9.0,611.0,611.0,3.0,1222.0,1542,610.0,1.6778973932186103e-06,95771.0,1441.0,1.0,0,790.0
247,164757,HP:0002664,"The novel aspects of this study are the direct identification of serine biosynthesis as a critical mechanism of BRAF V600E inhibitor resistance and the first successful example of using gemcitabine + BRAFis in combination to kill previously drug-resistant cancer cells, creating the translational potential of pretreatment with gemcitabine prior to BRAFi treatment of tumor cells to reverse resistance within the mutational profile and the WT.",1,1.3343717616163435,16381827.818362188,267.1583928605997,0.14243558102353174,0.0178111227871734,0.0,0.0,1.0006944444444446,1441.0,-0.2821765440487228,0.0923076181663968,1.0,2.0,9.0,611.0,611.0,3.0,1222.0,1542,610.0,1.6778973932186103e-06,95771.0,1441.0,1.0,0,790.0
335,601231,HP:0002664,"These experiments suggest that excessive phosphorylation of eIF2a decreases survival of cancer cells; making eIF2a a worthy target for drug development, with the potential to enhance the cytotoxic effects of established anti-neoplastic therapies and circumvent resistance to rapalogues and possibly to other drugs that inhibit upstream components of the mTOR pathway",0,1.3699539412139736,8049817.826784328,281.040621982973,0.1469672325960649,0.01957140805944546,0.0,0.0,1.0009652509652511,1037.0,-0.5605804935560739,0.10347080790668063,1.0,2.0,1.0,263.0,263.0,175.0,526.0,1542,262.0,1.67789739321861e-06,55581.0,1037.0,1.0,0,355.0
377,615585,HP:0001022,"Here, we report that these defects can occur independently of albinism in people with recessive mutations in the putative glutamine transporter gene SLC38A8.",0,1.2628205128205128,5823.722222222222,29.421409214092144,0.3637030244977573,0.2428811294651711,0.0,0.0,0.9833333333333334,59.0,-0.6038320262019695,0.2196721311475409,1.0,2.0,7.0,19.0,19.0,19.0,38.0,50,17.0,0.0005668934240362813,402.0,61.0,1.0,0,24.0
378,172471,HP:0001425,Increasing evidence shows that patients with PHKG2 mutations have a severe hepatic phenotype within the heterogeneous GSD IX disorder.,0,1.3218134830413233,597478.6467532467,96.66059379217272,0.2308438988843657,0.08214262444705367,0.0,0.0,0.997560975609756,409.0,-0.39331570996036097,0.11477063675746245,1.0,2.0,6.0,147.0,147.0,11.0,294.0,496,145.0,1.6259105098855364e-05,9670.0,411.0,1.0,0,167.0
379,609607,HP:0002664,"However, because nectin4 and CD46 have substantially overlapping receptor binding surfaces on H, disruption of nectin4 binding compromised CD46 binding and greatly diminished the oncolytic potency of these viruses on human cancer cells.",0,1.3926442906235714,1165656.198048503,216.4869001297017,0.20301617410718967,0.2021777893220361,0.0,0.0,0.9988399071925754,861.0,-0.6704255149912047,0.04878842219312656,1.0,2.0,59.0,90.0,90.0,89.0,180.0,1544,88.0,1.6778973932186103e-06,18147.0,863.0,1.0,0,92.0
380,615762,HP:0000365,Exome sequencing revealed an insertion mutation in GRXCR2 as the cause of moderate-to-severe and likely progressive hearing loss in the affected individuals of the family.,1,1.4942596129415908,104137.28730636543,835.4546924377161,0.2970274876523589,-0.034704652142484804,0.0,0.0,1.0008019246190858,1248.0,-0.9110838170590588,0.011706300248802254,1.0,2.0,1.0,11.0,11.0,11.0,22.0,2474,10.0,6.524672396198987e-07,9109.0,1248.0,1.0,0,10.0
389,615762,HP:0003676,Exome sequencing revealed an insertion mutation in GRXCR2 as the cause of moderate-to-severe and likely progressive hearing loss in the affected individuals of the family.,0,1.4032463874742782,15466.197427766036,86.02185981956974,0.4038649247978009,0.39218919072500735,0.0,0.0,0.9963503649635036,273.0,-0.652093568105185,0.030789648307896482,1.0,2.0,33.0,12.0,12.0,12.0,24.0,526,10.0,1.4457343607685525e-05,1160.0,275.0,1.0,0,17.0
386,615762,HP:0000365,Targeted disruption of Grxcr2 is concurrently reported to cause hearing loss in mice.,1,1.4942596129415908,104137.28730636543,835.4546924377161,0.2970274876523589,-0.034704652142484804,0.0,0.0,1.0008019246190858,1248.0,-0.9110838170590588,0.011706300248802254,1.0,2.0,1.0,11.0,11.0,11.0,22.0,2474,10.0,6.524672396198987e-07,9109.0,1248.0,1.0,0,10.0
383,615762,HP:0000365,"Our results indicate that GRXCR2 should be considered in differential genetic diagnosis for individuals with early onset, moderate-to-severe and progressive hearing loss.",1,1.4942596129415908,104137.28730636543,835.4546924377161,0.2970274876523589,-0.034704652142484804,0.0,0.0,1.0008019246190858,1248.0,-0.9110838170590588,0.011706300248802254,1.0,2.0,1.0,11.0,11.0,11.0,22.0,2474,10.0,6.524672396198987e-07,9109.0,1248.0,1.0,0,10.0
391,615762,HP:0003676,"Our results indicate that GRXCR2 should be considered in differential genetic diagnosis for individuals with early onset, moderate-to-severe and progressive hearing loss.",0,1.4032463874742782,15466.197427766036,86.02185981956974,0.4038649247978009,0.39218919072500735,0.0,0.0,0.9963503649635036,273.0,-0.652093568105185,0.030789648307896482,1.0,2.0,33.0,12.0,12.0,12.0,24.0,526,10.0,1.4457343607685525e-05,1160.0,275.0,1.0,0,17.0
393,615720,HP:0000478,"In zebrafish, downregulation of slc7a14 expression leads to an abnormal eye phenotype and defective light-induced locomotor response.",1,1.4700137714229575,8377394.249676587,816.6280608985107,0.17271116835873854,0.15622350422312944,0.0,0.0,1.0003818251240932,2620.0,-0.649358739237922,0.025736470711681225,1.0,2.0,1.0,113.0,113.0,113.0,226.0,5014,112.0,1.5898089431204514e-07,88299.0,2620.0,1.0,0,112.0
394,615720,HP:0000546,"Furthermore, targeted knockout of Slc7a14 in mice results in retinal degeneration with abnormal ERG response.",1,1.3500927193707415,845020.1834609836,159.6744655917889,0.18176299489559544,0.050017653462554816,0.0,0.0,1.003021148036254,332.0,-0.5497496403937413,0.2166126742620027,1.0,2.0,1.0,113.0,113.0,113.0,226.0,438,112.0,2.06611570247934e-05,11902.0,332.0,1.0,0,139.0
395,606800,HP:0001251,"Friedreich ataxia (FRDA) is the most frequent progressive autosomal recessive disorder associated with unstable expansion of GAA trinucleotide repeats in the first intron of the FXN gene, which encodes for the mitochondrial frataxin protein.",0,1.3920959108394837,3366919.8915416193,267.98297444999764,0.1698433868334385,0.09059038692246574,0.0,0.0,0.998971193415638,971.0,-0.6419820802441675,0.07646369676745376,1.0,2.0,7.0,152.0,152.0,108.0,304.0,1628,150.0,1.5055139448229137e-06,36158.0,973.0,1.0,0,138.0
396,606829,HP:0001251,"Friedreich ataxia (FRDA) is the most frequent progressive autosomal recessive disorder associated with unstable expansion of GAA trinucleotide repeats in the first intron of the FXN gene, which encodes for the mitochondrial frataxin protein.",1,1.4023815810809952,4311237.858529254,305.76853404897685,0.16432710239269194,0.09577822841222207,0.0,0.0,1.0010235414534288,978.0,-0.6358103352348582,0.08778594796892955,1.0,2.0,4.0,160.0,160.0,135.0,320.0,1626,159.0,1.5092152684290285e-06,41940.0,978.0,1.0,0,162.0
397,607245,HP:0001258,The AP4B1-associated phenotype has previously been assigned to spastic paraplegia-47.,1,1.3389162023380312,504481.45000000007,121.67425149700598,0.19780115881012827,0.0737059304718148,0.0,0.0,1.0034965034965035,287.0,-0.331542020394292,0.20701249969542654,1.0,2.0,1.0,120.0,120.0,8.0,240.0,240,120.0,3.5430839002267575e-05,8496.0,287.0,1.0,0,143.0
398,600037,HP:0000568,"In severe bilateral cases (anophthalmia or severe microphthalmia) the genetic cause is now identifiable in approximately 80 percent of cases, with de novo heterozygous loss-of-function mutations in SOX2 or OTX2 being the most common.",1,1.3364531751646078,2341949.324603175,197.14875,0.1511851019029072,0.1234921042944323,0.0,0.0,1.001953125,513.0,-0.2260444447974175,0.18962445175438605,1.0,2.0,3.0,217.0,217.0,3.0,434.0,450,217.0,1.1973036721303628e-05,24903.0,513.0,1.0,0,313.0
399,184429,HP:0000528,"In severe bilateral cases (anophthalmia or severe microphthalmia) the genetic cause is now identifiable in approximately 80 percent of cases, with de novo heterozygous loss-of-function mutations in SOX2 or OTX2 being the most common.",1,1.3869094428649205,466262.380830281,145.053125,0.2006512703292613,0.19923134437618595,0.0,0.0,1.0033003300330037,304.0,-0.7609317257964744,0.1591323606044815,1.0,2.0,2.0,64.0,64.0,64.0,128.0,224,64.0,1.7217334412286292e-05,7329.0,304.0,1.0,0,70.0
400,600037,HP:0000528,"In severe bilateral cases (anophthalmia or severe microphthalmia) the genetic cause is now identifiable in approximately 80 percent of cases, with de novo heterozygous loss-of-function mutations in SOX2 or OTX2 being the most common.",0,1.397982826768434,543083.2644841268,153.63715277777774,0.20089807988357605,0.1564977985585734,0.0,0.0,1.002849002849003,352.0,-0.7498604370155172,0.13022856772856772,1.0,2.0,5.0,64.0,64.0,64.0,128.0,256,64.0,1.1973036721303622e-05,8045.0,352.0,1.0,0,71.0
401,604773,HP:0002751,"The created databases include ACAD8 (isobutyryl-CoA dehydrogenase deficiency (IBD)), ACADSB (short-chain acyl-CoA dehydrogenase (SCAD) deficiency), AUH (3-methylglutaconic aciduria (3-MGCA)), DHCR7 (Smith-Lemli-Opitz syndrome), HMGCS2 (3-hydroxy-3-methylglutaryl-CoA synthase 2 deficiency), HSD17B10 (17-beta-hydroxysteroid dehydrogenase X deficiency), FKBP14 (Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss; EDSKMH) and ROGDI (Kohlschutter-Tonz syndrome).",0,1.3165442807155878,149286.95753968257,76.3264614789005,0.2513178477744382,0.14710555411546286,0.0,0.0,0.9956140350877192,227.0,-0.6717651866416144,0.13828238719068414,1.0,2.0,8.0,55.0,55.0,34.0,110.0,330,53.0,3.6289737262302225e-05,3610.0,229.0,1.0,0,50.0
403,600529,HP:0002751,"The created databases include ACAD8 (isobutyryl-CoA dehydrogenase deficiency (IBD)), ACADSB (short-chain acyl-CoA dehydrogenase (SCAD) deficiency), AUH (3-methylglutaconic aciduria (3-MGCA)), DHCR7 (Smith-Lemli-Opitz syndrome), HMGCS2 (3-hydroxy-3-methylglutaryl-CoA synthase 2 deficiency), HSD17B10 (17-beta-hydroxysteroid dehydrogenase X deficiency), FKBP14 (Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss; EDSKMH) and ROGDI (Kohlschutter-Tonz syndrome).",0,1.3220016857883743,461133.2865079365,106.13333333333333,0.20715314985549527,0.12876969245879405,0.0,0.0,0.9964912280701754,284.0,-0.4860409960740589,0.1840264998159735,1.0,2.0,3.0,104.0,104.0,43.0,208.0,330,102.0,3.6289737262302225e-05,7500.0,286.0,1.0,0,137.0
404,602858,HP:0002751,"The created databases include ACAD8 (isobutyryl-CoA dehydrogenase deficiency (IBD)), ACADSB (short-chain acyl-CoA dehydrogenase (SCAD) deficiency), AUH (3-methylglutaconic aciduria (3-MGCA)), DHCR7 (Smith-Lemli-Opitz syndrome), HMGCS2 (3-hydroxy-3-methylglutaryl-CoA synthase 2 deficiency), HSD17B10 (17-beta-hydroxysteroid dehydrogenase X deficiency), FKBP14 (Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss; EDSKMH) and ROGDI (Kohlschutter-Tonz syndrome).",0,1.3627868475606424,2598650.2130785887,192.35528127458699,0.17577243377766022,0.04433233987181925,0.0,0.0,0.9984871406959152,660.0,-0.5074810913780502,0.11024676517772668,1.0,2.0,7.0,165.0,165.0,165.0,330.0,422,164.0,4.04843548210794e-06,24121.0,662.0,1.0,0,175.0
405,300256,HP:0002751,"The created databases include ACAD8 (isobutyryl-CoA dehydrogenase deficiency (IBD)), ACADSB (short-chain acyl-CoA dehydrogenase (SCAD) deficiency), AUH (3-methylglutaconic aciduria (3-MGCA)), DHCR7 (Smith-Lemli-Opitz syndrome), HMGCS2 (3-hydroxy-3-methylglutaryl-CoA synthase 2 deficiency), HSD17B10 (17-beta-hydroxysteroid dehydrogenase X deficiency), FKBP14 (Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss; EDSKMH) and ROGDI (Kohlschutter-Tonz syndrome).",0,1.3189640187728142,758839.4265873015,115.98602642276423,0.1949423097139404,0.02876283560148945,0.0,0.0,0.9971988795518208,356.0,-0.3292370669877495,0.163341314179303,1.0,2.0,5.0,142.0,142.0,6.0,284.0,330,140.0,2.6846358291497765e-05,10438.0,358.0,1.0,0,188.0
406,614574,HP:0002751,"The created databases include ACAD8 (isobutyryl-CoA dehydrogenase deficiency (IBD)), ACADSB (short-chain acyl-CoA dehydrogenase (SCAD) deficiency), AUH (3-methylglutaconic aciduria (3-MGCA)), DHCR7 (Smith-Lemli-Opitz syndrome), HMGCS2 (3-hydroxy-3-methylglutaryl-CoA synthase 2 deficiency), HSD17B10 (17-beta-hydroxysteroid dehydrogenase X deficiency), FKBP14 (Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss; EDSKMH) and ROGDI (Kohlschutter-Tonz syndrome).",0,1.3362883248432458,328780.1833333333,107.33658536585371,0.21058960292935414,0.028551454394153537,0.0,0.0,0.9959183673469388,244.0,-0.6311779263831261,0.19605110336817647,1.0,2.0,2.0,78.0,78.0,62.0,156.0,330,76.0,3.6289737262302225e-05,5908.0,246.0,1.0,0,88.0
407,604773,HP:0003198,"The created databases include ACAD8 (isobutyryl-CoA dehydrogenase deficiency (IBD)), ACADSB (short-chain acyl-CoA dehydrogenase (SCAD) deficiency), AUH (3-methylglutaconic aciduria (3-MGCA)), DHCR7 (Smith-Lemli-Opitz syndrome), HMGCS2 (3-hydroxy-3-methylglutaryl-CoA synthase 2 deficiency), HSD17B10 (17-beta-hydroxysteroid dehydrogenase X deficiency), FKBP14 (Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss; EDSKMH) and ROGDI (Kohlschutter-Tonz syndrome).",0,1.3810281009549554,265622.26963869465,111.05389442598744,0.2404134522381856,0.06607668760343835,0.0,0.0,0.996894409937888,321.0,-0.6871526729555524,0.11235890237101706,1.0,2.0,1.0,63.0,63.0,49.0,126.0,518,61.0,1.4792899408284022e-05,5843.0,323.0,1.0,0,50.0
408,600301,HP:0003198,"The created databases include ACAD8 (isobutyryl-CoA dehydrogenase deficiency (IBD)), ACADSB (short-chain acyl-CoA dehydrogenase (SCAD) deficiency), AUH (3-methylglutaconic aciduria (3-MGCA)), DHCR7 (Smith-Lemli-Opitz syndrome), HMGCS2 (3-hydroxy-3-methylglutaryl-CoA synthase 2 deficiency), HSD17B10 (17-beta-hydroxysteroid dehydrogenase X deficiency), FKBP14 (Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss; EDSKMH) and ROGDI (Kohlschutter-Tonz syndrome).",0,1.3776884991305658,449150.5453823954,150.97724431107775,0.20763246498549004,0.029510324833784775,0.0,0.0,0.9968847352024922,320.0,-0.7224040340260401,0.1502873396412608,1.0,2.0,2.0,62.0,62.0,59.0,124.0,518,60.0,1.4792899408284024e-05,7767.0,322.0,1.0,0,60.0
411,600234,HP:0003198,"The created databases include ACAD8 (isobutyryl-CoA dehydrogenase deficiency (IBD)), ACADSB (short-chain acyl-CoA dehydrogenase (SCAD) deficiency), AUH (3-methylglutaconic aciduria (3-MGCA)), DHCR7 (Smith-Lemli-Opitz syndrome), HMGCS2 (3-hydroxy-3-methylglutaryl-CoA synthase 2 deficiency), HSD17B10 (17-beta-hydroxysteroid dehydrogenase X deficiency), FKBP14 (Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss; EDSKMH) and ROGDI (Kohlschutter-Tonz syndrome).",0,1.4328048422025064,61430.816143117285,104.65680056377731,0.3285319214506629,0.02586646012761977,0.0,0.0,0.99644128113879,280.0,-0.6886735224396999,0.059589611569622176,1.0,2.0,2.0,23.0,23.0,23.0,46.0,518,21.0,1.490735081468672e-05,2361.0,282.0,1.0,0,22.0
412,300256,HP:0003198,"The created databases include ACAD8 (isobutyryl-CoA dehydrogenase deficiency (IBD)), ACADSB (short-chain acyl-CoA dehydrogenase (SCAD) deficiency), AUH (3-methylglutaconic aciduria (3-MGCA)), DHCR7 (Smith-Lemli-Opitz syndrome), HMGCS2 (3-hydroxy-3-methylglutaryl-CoA synthase 2 deficiency), HSD17B10 (17-beta-hydroxysteroid dehydrogenase X deficiency), FKBP14 (Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss; EDSKMH) and ROGDI (Kohlschutter-Tonz syndrome).",0,1.3270982001075915,1224297.1873015878,130.98800872093022,0.19479315688090407,0.11113769009989907,0.0,0.0,0.9977827050997784,450.0,-0.4476623398390058,0.14372191589977046,1.0,2.0,3.0,175.0,175.0,23.0,350.0,518,173.0,1.4792899408284024e-05,14649.0,452.0,1.0,0,191.0
413,614505,HP:0003198,"The created databases include ACAD8 (isobutyryl-CoA dehydrogenase deficiency (IBD)), ACADSB (short-chain acyl-CoA dehydrogenase (SCAD) deficiency), AUH (3-methylglutaconic aciduria (3-MGCA)), DHCR7 (Smith-Lemli-Opitz syndrome), HMGCS2 (3-hydroxy-3-methylglutaryl-CoA synthase 2 deficiency), HSD17B10 (17-beta-hydroxysteroid dehydrogenase X deficiency), FKBP14 (Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss; EDSKMH) and ROGDI (Kohlschutter-Tonz syndrome).",1,1.3468353861620808,975257.7766594515,136.12305523933432,0.19603097703768865,0.18487577311201533,0.0,0.0,1.0025,401.0,-0.58831611369429,0.15615960099750625,1.0,2.0,3.0,127.0,127.0,68.0,254.0,516,127.0,1.490735081468672e-05,12524.0,401.0,1.0,0,138.0
414,614574,HP:0003198,"The created databases include ACAD8 (isobutyryl-CoA dehydrogenase deficiency (IBD)), ACADSB (short-chain acyl-CoA dehydrogenase (SCAD) deficiency), AUH (3-methylglutaconic aciduria (3-MGCA)), DHCR7 (Smith-Lemli-Opitz syndrome), HMGCS2 (3-hydroxy-3-methylglutaryl-CoA synthase 2 deficiency), HSD17B10 (17-beta-hydroxysteroid dehydrogenase X deficiency), FKBP14 (Ehlers-Danlos syndrome with progressive kyphoscoliosis, myopathy, and hearing loss; EDSKMH) and ROGDI (Kohlschutter-Tonz syndrome).",0,1.3598542457569798,376832.7873376624,111.16220930232558,0.2279046497606612,0.04449992443068161,0.0,0.0,0.9970501474926252,338.0,-0.6219713611924029,0.1215339233038348,1.0,2.0,3.0,77.0,77.0,62.0,154.0,518,75.0,1.4792899408284022e-05,7004.0,340.0,1.0,0,76.0
